"Are you sure you want to send Creditmemo email to customer?","Отослать покупателю оповещение о возврате?"
"Are you sure you want to send Invoice email to customer?","Выслать покупателю счёт?"
"Are you sure you want to send Shipment email to customer?","Выслать покупателю письмо-оповещение о передаче заказа в службу доставки?"
"Are you sure you want to send order email to customer?","Выслать покупателю письмо о приёме заказа в обработку?"
"Are you sure you want to void the payment?","Вы действительно хотите разблокировать этот платёж (вернуть его покупателю)?"
"Are you sure?","Вы уверены?"
"Are you sure? This order will be canceled and a new one will be created instead","Вы уверены? Этот заказ будет отменён, а вместо него будет создан новый"
"Assign Order Status to State","Привязать прикладное состояние заказа к системному"
"Assign Status to State","Привязать прикладное состояние заказа к системному"
"Assignment Information","Параметры привязки"
"At least a payment ID must be set.","Укажите номер платежа."
"Authorization","Авторизация"
"Authorized amount of %s.","Authorized amount of %s."
"Authorizing amount of %s is pending approval on gateway.","Authorizing amount of %s is pending approval on gateway."
"Back","Вернуться"
"Back to Billing Agreements","Вернуться к перечню соглашений"
"Back to My Orders","список заказов"
"Back to Recurring Profiles","к регулярным платежам"
"Backordered","Отложенный заказ (товары отсутствует на складе магазина, но имеется у поставщика)"
"Bestsellers","Лидеры продаж"
"Bill to Name","Плательщик"
"Billing","Параметры платежей"
"Billing Last Name","Фамилия плательщика"
"Billing Address","Плательщик"
"Billing Agreement","Соглашение с PayPal о безакцептном списании"
"Billing Agreement # %s","Соглашение с PayPal о безакцептном списании №%s"
"Billing Agreement #%s","Соглашение с PayPal о безакцептном списании №%s"
"Billing Agreement View","Billing Agreement View"
"Billing Agreements","Профили PayPal"
"Billing ZIP Code","Почтовый индекс плательщика"
"Buy %s for price %s","Куплено %s за %s"
"CSV","CSV"
"Cancel","отменить"
"Cancel invoice","Отменить счёт"
"Cancel order","Отменить заказ"
"Canceled","Отменён"
"Canceled order offline.","Отменённые заказы - оффлайн."
"Canceled order online.","Отменённые заказы - онлайн."
"Cannot add order history.","Невозможно добавить историю заказа."
"Cannot create an empty shipment.","Невозможно создать пустую доставку."
"Cannot determine the field name.","Невозможно определить название поле."
"Cannot do invoice for order.","Невозможно создать счёт к заказу."
"Cannot do shipment for order.","Невозможно создать доставку для заказа."
"Cannot get order instance","Невозможно получить экземпляр заказа"
"Cannot get the order instance.","Невозможно получить экземпляр заказа."
"Cannot register an existing credit memo.","При учёте возврата произошёл сбой."
"Cannot register existing invoice","Невозможно зарегистрировать существующий счёт"
"Cannot register existing shipment","Невозможно зарегистрировать существующую доставку"
"Capture","Принять оплату"
"Capture Amount","Capture Amount"
"Capture Offline","Capture Offline"
"Capture Online","Capture Online"
"Capture invoice","Capture invoice"
"Captured amount of %s online.","Платёжная система подтвердила оплату на сумму %s."
"Capturing amount of %s is pending approval on gateway.","Capturing amount of %s is pending approval on gateway."
"Carrier","Перевозчик"
"Carrier/Method","Перевозчик и способ доставки"
"Change status, add comments","Изменить состояние, добавить комментарии"
"Changing address information will not recalculate shipping, tax or other order amount.","Изменение адреса не повлечёт за собой пересчёт суммы доставки, налога или других сумм."
"Checkout Totals Sort Order","Порядок строк счёта"
"City","Город"
"Clear Shopping Cart","Опустошить"
"Click to change shipping method","Нажмите для изменения способа доставки"
"Close","Закрыть"
"Closed","Закрыт"
"Comma-separated.","Разделение запятыми."
"Comment","Комментарий"
"Comment Text","Текст комментария"
"Comments","Комментарии"
"Comments History","История"
"Company","Компания"
"Complete","Завершён"
"Configure","Настроить"
"Configure and Add to Order","Настроить и добавить к заказу"
"Country","Страна"
"Coupons","Промокоды"
"Create","Создать"
"Create New Customer","Создать нового покупателя"
"Create New Order","Создать новый заказ"
"Create New Order Status","Добавить новое состояние заказа"
"Create New Order for %s","Создать новый заказ для %s"
"Create New Order for %s in %s","Создать новый заказ для %s в %s"
"Create New Order for New Customer","Оформить заказ"
"Create New Order for New Customer in %s","Оформить заказ в магазине «%s»"
"Create New Status","Добавить новое состояние"
"Create Shipment","Создать доставку"
"Create new invoice for order","Создать новый счёт к заказу"
"Create new shipment for order","Создать новую доставку для заказа"
"Create...","Создать..."
"Created At","Дата создания"
"Created billing agreement #%s.","Подписано соглашение с PayPal о безакцептном списании №%s."
"Created:","Создано:"
"Credit Memo","Возврат оплаты"
"Credit Memo #","Возврат оплаты №"
"Credit Memo # ","Возврат оплаты № "
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Возврат оплаты №%1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Отправитель"
"Credit Memo Comment Email Template","Шаблон"
"Credit Memo Comment Email Template for Guest","Шаблон для анонимного покупателя"
"Credit Memo Comments","Комментарии к возврату"
"Credit Memo Email Sender","Отправитель"
"Credit Memo Email Template","Шаблон"
"Credit Memo Email Template for Guest","Шаблон для анонимного покупателя"
"Credit Memo Update","Изменение документа-возврата"
"Credit Memo Update for Guest","Изменение документа-возврата для анонимного покупателя"
"Credit Memos","Возвраты"
"Credit memo has been created automatically","Возврат оплаты создан автоматически"
"Creditmemo","Возврат оплаты"
"Custom Price","Другая цена"
"Custom Value","Другое значение"
"Customer","Покупатель"
"Customer Can Define Start Date","Может ли покупатель выбирать дату начала действия услуги?"
"Customer Email","E-mail покупателя"
"Customer Group","Категория покупателей"
"Customer Last Name","Фамилия покупателя"
"Customer My Account Order Creditmemo View","Customer My Account Order Creditmemo View"
"Customer My Account Order History","Customer My Account Order History"
"Customer My Account Order Invoice View","Customer My Account Order Invoice View"
"Customer My Account Order Shipment View","Customer My Account Order Shipment View"
"Customer My Account Order View","Customer My Account Order View"
"Customer Name","ФИО"
"Customer\'s Current Activities","Текущая активность покупателя"
"Date","Дата"
"Date Shipped","Дата отправки"
"Default Status","Первичное состояние?"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Логотип по умолчанию, который будет использоваться в PDF и HTML документах.<br />(jpeg, tiff, png)"
"Delete","Удалить"
"Denied the payment online.","Платёж онлайн запрещён."
"Deny Payment","Запретить платёж"
"Description Message","Первое предупреждение (при заходе покупателем на страницу корзины)"
"Discount","Скидка"
"Discount (%s)","Скидка (%s)"
"Discount Amount","Скидка"
"Display Order ID in Header","Отображать ИД заказа в Хэдере"
"Edit","изменить"
"Edit Order","Изменение заказа"
"Edit Order #%s","Заказ №%s"
"Edit Order %s %s Address","Заказ №%s. %s"
"Edit Order Status","Изменение состояния заказа"
"Email","Адрес электронной почты"
"Email Address","Адрес электронной почты"
"Email Copy of Credit Memo","Отослать покупателю письмо о возврате?"
"Email Copy of Invoice","Отослать покупателя письмо со счётом?"
"Email Copy of Shipment","Отослать покупателю письмо о доставке?"
"Email Order Confirmation","Отослать покупателю письмо о принятии заказа в обработку?"
"Enable","Включить"
"Enabled","Включено"
"Enter the billing last name and email/ZIP as in the order billing address","Укажите фамилию плательщика. Затем укажите адрес электронной почты или почтовый индекс плательщика."
"Error to Show in Shopping Cart","Второе предупреждение (при попытке оформить заказ)"
"Excel XML","Excel XML"
"Excl. Tax","без налогов"
"Expired","Срок действия истёк"
"Failed to cancel the billing agreement.","При расторжении соглашения с PayPal о безакцептном списании произошёл сбой."
"Failed to create billing agreement for this order.","При заключении соглашения с PayPal о безакцептном списании произошёл сбой."
"Failed to finish billing agreement wizard.","При завершении составления соглашения с PayPal о безакцептном списании произошёл сбой."
"Failed to send the order email.","При отправке письма о заказе произошёл сбой."
"Failed to start billing agreement wizard.","При попытке начать составление соглашения с PayPal о безакцептном списании произошёл сбой."
"Failed to update the payment.","При редактировании параметров платежа произошёл сбой."
"Failed to update the profile.","При редактировании подписки произошёл сбой."
"Failed to void the payment.","При отмене платежа произошёл сбой."
"Fetch","Получить"
"Find Order By:","Дополнительно я укажу:"
"First Name","Имя"
"From","От"
"From Name","От имени"
"From:","От:"
"G.T. (Base)","Стоимость<br/> в учётной валюте"
"G.T. (Purchased)","Стоимость<br/> в витринной валюте"
"General Information","Общая информация"
"Get Payment Update","Получить обновление платежа"
"Get Update","Получить обновление"
"Get shipping methods and rates","Получить способы доставки и цены"
"Gift Message","Поздравительное сообщение"
"Gift Message for This Order","Поздравительное сообщение для этого заказа"
"Gift Message for the Entire Order","Поздравительное сообщение для всего заказа"
"Gift Message for this Order","Поздравительное сообщение для этого заказа"
"Gift Options","Поздравительное сообщение"
"Grand Total","полная стоимость"
"Grand Total to be Charged","Итого к оплате"
"Guest","Гость"
"Hold","заморозить"
"Hold action is not available.","Заморозить нельзя."
"Hold order","Заморозить заказа"
"ID","№"
"ID #","№ "
"If empty, the default description above will be used.","Если данное поле не заполнено, то система будет использовать в качестве его значения значение поля «Первое предупреждение (при заходе покупателем на страницу корзины)»"
"If empty, the default error above will be used.","Если данное поле не заполнено, то система будет использовать в качестве его значения значение поля «Второе предупреждение (при попытке оформить заказ)»"
"If the invoice was created offline, try creating an offline creditmemo.","Если счёт был выписан вручную, то и возврат попробуйте выполнить вручную."
"Incl. Tax","с налогами"
"Information","Информация"
"Initial Fee","Первоначальный взнос"
"Initial Fees","Первоначальный взнос"
"Initial period payment","Период инициализации платежа"
"Invalid block: %s.","Система не нашла блок «%s»."
"Invalid carrier specified.","Указан неверный перевозчик."
"Invalid draw line data. Please define ""lines"" array.","Invalid draw line data. Please define ""lines"" array."
"Invalid entity model","Неверная модель сущности"
"Invalid item option format.","Неверный формат параметров позиции."
"Invalid qty to invoice item ""%s""","Неверное количество для счёта по товару «%s»"
"Invalid qty to refund item ""%s""","Указаное количество единиц товара к возврату недопустимо: «%s»."
"Invalid qty to ship for item ""%s""","Неверное количество для отгрузки товара «%s»"
"Invalid renderer model","Неверная визуализация модели"
"Invalid request for adding product to quote.","Неверный запрос на добавление товара к предложению."
"Invoice","выставить счёт"
"Invoice #","Счёт #"
"Invoice # ","Счёт # "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Счёт #%1$s | %2$s | %4$s"
"Invoice #%s","Счёт #%s"
"Invoice Comment Email Sender","Отправитель"
"Invoice Comment Email Template","Шаблон"
"Invoice Comment Email Template for Guest","Шаблон для анонимного покупателя"
"Invoice Comments","Комментарии к счёту"
"Invoice Date","Дата оплаты"
"Invoice Email Sender","Отправитель"
"Invoice Email Template","Шаблон"
"Invoice Email Template for Guest","Шаблон для анонимного покупателя"
"Invoice Update","Изменение счёта"
"Invoice Update for Guest","Изменения счёта для гостя"
"Invoice and Packing Slip Design","Оформление счёта и накладной"
"Invoice and Ship","Выписать счёт и отправить"
"Invoice canceling problem.","Ошибка отмены счёта."
"Invoice cannot be canceled.","Невозможно отменить счёт."
"Invoice cannot be captured.","Невозможно записать счёт."
"Invoice cannot be voided.","Невозможно разблокировать средства."
"Invoice capturing problem.","Ошибка записи счёта."
"Invoice void problem","При возвращении средств покупателю произошёл сбой"
"Invoice will be created without communication with payment gateway.","Счёт будет создан без связи с платёжным шлюзом."
"Invoiced","Выставлено счетов на сумму"
"Invoices","Счета"
"Is Closed","последняя?"
"Item","Товар"
"Item Status","Состояние"
"Item object is not specified.","Объект позиции не указан."
"Item options declaration error.","Ошибка объявления параметров позиции."
"Item ordered qty","Заказанное количество позиций"
"Item qty declaration error.","Ошибка объявления кол-ва позиции."
"Items","Позиции"
"Items Invoiced","Оплаченные позиции"
"Items Ordered","Заказ"
"Items Refunded","Возвращённые позиции"
"Items Shipped","Доставленные позиции"
"Items maximum quantity or price do not allow checkout.","Из-за максимального количества или цены позиции невозможно продолжить оформление заказа."
"Items options declaration error.","Ошибка объявления параметров позиций."
"Items to Refund","Товары к возврату"
"Items to Ship","Товары к доставке"
"Key","Ключ"
"Last Name","Фамилия"
"Last Ordered Items","Последние заказанные товары"
"Last status can\'t be unassigned from state.","Нельзя отвязать единственное прикладное состояние заказа от системного."
"Link to the New Order","Ссылка на новый заказ"
"Link to the Previous Order","Ссылка на предыдущий заказ"
"Logo for HTML Print View","Логотип для HTML предварительного просмотра перед печатью"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Логотип только для HTML документов. Если не указан, то будет использован логотип по умолчанию.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Логотип для PDF документов (200x50)"
"Manage","Управление"
"Maximum shipping amount allowed to refund is: %s","Вы можете вернуть покупателю стоимость доставки до %s"
"Message","Сообщение"
"Message:","Сообщение:"
"Minimum Amount","Минимальная стоимость заказа"
"Minimum Order Amount","Минимальная стоимость заказа"
"Mixed","Смешанный"
"Move to Shopping Cart","Переместить в корзину"
"Move to Wishlist","Переместить в план покупок"
"Multi-address Description Message","Первое предупреждение (при заходе покупателем на страницу корзины) в том случае, если магазин разрешает доставку на несколько адресов"
"Multi-address Error to Show in Shopping Cart","Второе предупреждение (при попытке оформить заказ) в том случае, если магазин разрешает доставку на несколько адресов"
"My Orders","Заказы"
"My Orders - Details","заказы подробно"
"N/A","неизвестно"
"Name","Имя"
"New","Новый"
"New Billing Agreement","Новое соглашение с PayPal о безакцептном списании"
"New Credit Memo","Новый возврат"
"New Credit Memo for Guest","Новый возврат для анонимного покупателя"
"New Credit Memo for Invoice #%s","Новый возврат для счёта #%s"
"New Credit Memo for Order #%s","Новый возврат для заказа #%s"
"New Invoice","Новый счёт"
"New Invoice and Shipment for Order #%s","Новый счёт и доставка для заказа #%s"
"New Invoice for Guest","Новый счёт для гостя"
"New Invoice for Order #%s","Новый счёт для заказа #%s"
"New Order","Новый заказ"
"New Order Confirmation Email Sender","Отправитель"
"New Order Confirmation Template","Шаблон"
"New Order Confirmation Template for Guest","Шаблон для анонимного покупателя"
"New Order RSS","RSS новых заказов"
"New Order Status","Состояние свежеразмещённых заказов"
"New Order for Guest","Новый заказ для гостя"
"New Shipment","Новая доставка"
"New Shipment for Guest","Новая доставка для гостя"
"New Shipment for Order #%s","Новая доставка для заказа #%s"
"Newsletter Subscription","Подписка на новости"
"No","нет"
"No Items","Нет позиций"
"No Items To Refund","Нет товаров для возврата"
"No Payment Methods","Нет способов оплаты"
"No detail for number ""%s""","Нет подробностей для номера «%s»"
"No information available.","Информация не доступна."
"No items","Нет позиций"
"No order(s) were put on hold.","Не удалось заморозить ни одного заказа."
"No order(s) were released from holding status.","Не удалось разморозить ни одного заказа."
"No ordered items","Нет заказанных позиций"
"No shipping information available","Способ доставки неизвестен"
"No valid transaction found for this payment review.","Не найдено правильных транзакций для этого обзора платежа."
"Nominal Items","Услуги"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Оформите услугу отдельным от остальных товаров заказом."
"Nominal order registered.","Номинальный заказ зарегистрирован."
"Not Capture","Не оплачен"
"Not Initialized","Not Initialized"
"Not Notified","Не оповещён"
"Not enough valid data to save the parent transaction ID.","Not enough valid data to save the parent transaction ID."
"Notification Not Applicable","Notification Not Applicable"
"Notified","Оповещён"
"Notify Customer by Email","Оповестить ли покупателя по электронной почте?"
"Number","Номер"
"Number of Invoiced Orders","Количество заказов с выставленными счетами"
"Number of Orders","Количество заказов"
"Number of Refunded Orders","Количество заказов,<br/>по которым оплата была возвращена покупателям"
"Offline Refunded","Возвращено оффлайн"
"On Hold","заморожен"
"Online Refunded","Возвращено онлайн"
"Order","Заказ"
"Order #","№ заказа"
"Order # ","№ заказа "
"Order # %s","№ заказа: %s"
"Order # %s %s | %s","Заказ # %s %s | %s"
"Order #%s","Заказ #%s"
"Order #%s - %s","Заказ #%s - %s"
"Order API","API заказа"
"Order Address Information","Информация адреса заказа"
"Order Comment","примечание к заказу"
"Order Comment Email Sender","Отправитель"
"Order Comment Email Template","Шаблон"
"Order Comment Email Template for Guest","Шаблон для анонимного покупателя"
"Order Comments","примечание к заказу"
"Order Credit Memos","Возвраты оплаты заказа"
"Order Currency:","Валюта заказа:"
"Order Date","Дата заказа"
"Order Date (%s)","Дата заказа (%s)"
"Order Date: ","Дата заказа: "
"Order Date: %s","Дата заказа: %s"
"Order Details","Сведения о заказе"
"Order Grand Total","Итоговая стоимость заказа"
"Order History","История заказа"
"Order History Info","Информация истории заказа"
"Order ID","Номер заказа"
"Order Information","Сведения о заказе"
"Order Invoices","Счета заказа"
"Order Shipments","Доставки заказа"
"Order State","Состояние заказа"
"Order Status","Состояние заказа"
"Order Status Information","Параметры состояния"
"Order Statuses","Перечень состояний заказов"
"Order Subtotal","стоимость заказанных товаров"
"Order Taxes Report Grouped by Tax Rates","Отчёт о налогообложении заказов с группировкой по налоговой ставке"
"Order Total","Стоимость заказа"
"Order Totals","Стоимость"
"Order Update","Изменение заказа"
"Order Update for Guest","Изменение заказа для гостя"
"Order View","Просмотр заказа"
"Order does not allow to be canceled.","Заказ невозможно отменить."
"Order invoice","Счёт заказа"
"Order is suspended as its capture amount %s is suspected to be fraudulent.","Order is suspended as its capture amount %s is suspected to be fraudulent."
"Order object is not specified.","Не указан объект заказа."
"Order saving error: %s","Ошибка сохранения заказа: %s"
"Order shipments","Доставки заказа"
"Order status does not exist.","Система не нашла подлежащее редактированию состояние заказа."
"Order status with the same status code already exist.","Состояние заказа с таким же кодом уже существует."
"Order was placed using %s","Валюта заказа: %s"
"Ordered","заказано"
"Ordered amount of %s.","Ordered amount of %s."
"Ordering amount of %s is pending approval on gateway.","Ordering amount of %s is pending approval on gateway."
"Orders","Заказы"
"Orders and Returns","Состояние заказа"
"Orders and Returns Search Form","Поиск заказа"
"Original Price","Обычная цена"
"Original order item that recurring payment profile correspondss to.","Строка заказа, соответствующая данной подписке."
"PDF Credit Memos","Документы-возвраты в формате PDF"
"PDF Invoices","Счета в формате PDF"
"PDF Packingslips","Упаковочные листы в формате PDF"
"PDF Print-outs","Документы в формате PDF для распечатки"
"PDF object is not specified.","PDF object is not specified."
"PDF page object is not specified.","PDF page object is not specified."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default"
"Packingslip # ","Упаковочный лист # "
"Paid","Оплачен"
"Paid Amount","Оплаченная сумма"
"Parent Transaction ID","№ родительской транзакции"
"Parent transaction ID must have a transaction ID.","Перед привязки к для данной транзации родительской для данной транзакции надо указать номер."
"Partial","Частичный"
"Payment Failed","Ошибка оплаты"
"Payment Information","Оплата"
"Payment Method","Способ оплаты"
"Payment Method Name","Способ оплаты"
"Payment Method:","Способ оплаты:"
"Payment Review","Модерация платежа"
"Payment disallow storing objects.","Payment disallow storing objects."
"Payment transactions disallow storing objects.","Payment transactions disallow storing objects."
"Payment type","Тип платежа"
"Payment update has been made.","Платёж обновлён."
"Pending","В очереди"
"Pending Payment","В ожидании оплаты"
"Period","Интервал"
"Place Order Using Billing Agreements","Оформить заказ с использованием соглашения с PayPal о безакцептном списании"
"Placed from IP","IP-адрес покупателя"
"Please check shipping address information. %s","Адрес доставки указан не совсем правильно.
Пожалуйста, исправьте его.
Если данное сообщение после исправления адреса будет повторяться — свяжитесь с администратором магазина по телефону, он поможет Вам оформить заказ.
Замечания:
%s"
"Please Select Products to Add","Выберите товар для добавления"
"Please Select a Customer","Выберите покупателя"
"Please Select a Store","Выберите магазин"
"Please select a valid payment method.","Укажите способ оплаты."
"Please define PDF object before using.","Укажите объект PDF перед использованием."
"Please enter positive number in this field.","Пожалуйста, введите положительное число в это поле."
"Please specify a valid grid column alias name that exists in grid table.","Пожалуйста, укажите правильный псевдоним столбца сетки, который существует в таблице."
"Price","Цена"
"Print","Распечатать"
"Print All","Распечатать все"
"Print All Invoices","Распечатать все счета"
"Print All Refunds","Распечатать все возвраты"
"Print All Shipments","Распечатать все доставки"
"Print Credit Memos","Распечатать документы-возвраты"
"Print Invoice","Распечатать счёт"
"Print Invoices","Распечатать счета"
"Print Order","распечатать"
"Print Order # %s","Распечатать заказ # %s"
"Print Packingslips","Распечатать упаковочные листы"
"Print Refund","Распечатать документ-возврат"
"Print Shipping Label","распечатать ядресный ярлык"
"Print Shipping Labels","распечатать ядресные ярлыки"
"Print Shipment","Распечатать доставку"
"Processing","Обрабатывается"
"Product","Товар"
"Product Name","Товар"
"Products","Товары"
"Products Bestsellers Report","Лидеры продаж"
"Products in Comparison List","Товары для сравнения"
"Profile #%s","Профиль #%s"
"Profile Information","Информация о профиле"
"Profile State","Состояние профиля"
"Profit","Прибыль"
"Promotion Coupons Usage Report","Использованные промокоды"
"Proper payment object must be set.","Должен быть установлен правильный объект платежа."
"Purchased From","Приобретено из"
"Purchased From (Store)","Магазин"
"Purchased Item","Приобретённая позиция"
"Purchased On","Дата покупки"
"Qty","Количество"
"Qty Invoiced","Количество оплаченных"
"Qty Ordered","Количество заказанных"
"Qty Shipped","Количество отправленных"
"Qty To Add","Количество для добавления"
"Qty to Add","Количество для добавления"
"Qty to Invoice","Количество для оплаты"
"Qty to Refund","Количество к возврату"
"Qty to Ship","Количество к доставке"
"Quantity Ordered","Продано штук"
"Quote item id is not received.","Quote item id is not received."
"Quote item is not loaded.","Quote item is not loaded."
"Rate","Ставка НДС"
"Recent Orders","Последние заказы"
"Recently Compared Products","Товары, которые недавно сравнивали"
"Recently Viewed","Недавно смотрели"
"Recently Viewed Products","Недавно смотрели"
"Recurring Profile # %s","Регулярный платёж №%s"
"Recurring Profile Initial Fee","Первоначальный взнос"
"Recurring Profiles","Подписки PayPal"
"Recurring Profiles (beta)","Регулярные платежи"
"Reference ID","№ образца"
"Reference ID:","№ образца:"
"Refresh","Обновить"
"Refund","Возврат"
"Refund #","Возврат #"
"Refund #%s","Возврат #%s"
"Refund Amount","Размер возврата"
"Refund Offline","Ручной возврат"
"Refund Shipping","Вернуть стоимость доставки"
"Refund Shipping (Excl. Tax)","Вернуть стоимость доставки (без налогов)"
"Refund Shipping (Incl. Tax)","Вернуть стоимость доставки (с налогами)"
"Refund Totals","Итоги по возврату"
"Refunded","возвращено"
"Refunded amount of %s offline.","Покупателю надо вручную возвратить %s."
"Refunded amount of %s online.","Покупателю возвращено %s."
"Refunds","Возвраты"
"Registered notification about approved payment.","Зарегистрированное уведомление о подтверждённом платеже."
"Registered notification about authorized amount of %s.","Registered notification about authorized amount of %s."
"Registered notification about captured amount of %s.","Registered notification about captured amount of %s."
"Registered notification about denied payment.","Зарегистрированное уведомление о запрете платежа."
"Registered notification about refunded amount of %s.","Registered notification about refunded amount of %s."
"Registered update about approved payment.","Registered update about approved payment."
"Registered update about denied payment.","Registered update about denied payment."
"Regular Payment","Регулярный платёж"
"Related Orders","Связанные заказы"
"Remove","Удалить"
"Remove Coupon Code","Убрать промокод"
"Remove tracking number","Удалить номер отслеживания"
"Reorder","повторить"
"Reorder Settings","Перезаказ"
"Retrieve invoice info","Получить информацию о счёте"
"Retrieve invoice information","Получить информацию о счёте"
"Retrieve list of invoices by filters","Получить отфильтрованный список счетов"
"Retrieve list of orders by filters","Получить отфильтрованный список заказов"
"Retrieve list of shipments by filters","Получить отфильтрованный список доставок"
"Retrieve order information","Получить информацию о заказе"
"Retrieve orders info","Получить информацию о заказах"
"Retrieve shipment info","Получить информацию о доставке"
"Retrieve shipment information","Получить информацию о доставке"
"Returns","Состояние заказа"
"Return to Stock","Вернуть на склад"
"Returned","Возвращено"
"Revenue","Выручка"
"Row Subtotal","стоимость строки"
"Row Total","Итого"
"SHIP TO:","ПОЛУЧАТЕЛЬ:"
"SKU","Артикул"
"SOLD TO:","Продано:"
"Sales","Продажи"
"Sales Discount","Скидка"
"Sales Emails","Письма"
"Sales Emails Section","Раздел писем (emails) о заказах"
"Sales Invoice Print View","Sales Invoice Print View"
"Sales Items","Товаров"
"Sales Order Print View","Sales Order Print View"
"Sales Section","Раздел продаж"
"Sales Shipment Print View","Sales Shipment Print View"
"Sales Shipping","Доставка"
"Sales Tax","Налог"
"Sales Total","Объём продаж"
"Same As Billing Address","взять из платёжных реквизитов"
"Save Order Address","сохранить адрес заказа"
"Save Status","сохранить состояние"
"Save Status Assignment","сохранить привязку"
"Save in address book","сохранить в адресной книге"
"Schedule","Основное"
"Select from existing customer addresses:","Зарегистрированные адреса покупателя:"
"Send Credit Memo Comment Email Copy To","Получатели копии"
"Send Credit Memo Email Copy To","Получатели копии"
"Send Email","отправить письмо-оповещение"
"Send Invoice Comment Email Copy To","Получатели копии"
"Send Invoice Email Copy To","Получатели копии"
"Send Order Comment Email Copy To","Получатели копии"
"Send Order Email","Send Order Email"
"Send Order Email Copy Method","Способ отправки копии"
"Send Order Email Copy To","Получатели копии"
"Send Sales Emails","Send Sales Emails"
"Send Shipment Comment Email Copy To","Получатели копии"
"Send Shipment Email Copy To","Получатели копии"
"Send Tracking Information","Отправить информацию для отслеживания"
"Set order for existing transactions not allowed","Set order for existing transactions not allowed"
"Ship","оформить доставку"
"Ship To","Получатель"
"Ship to Name","Получатель"
"Shipment","Доставка"
"Shipment #","Доставка #"
"Shipment #%1$s | %3$s (%2$s)","Доставка #%1$s | %3$s (%2$s)"
"Shipment #%s","Доставка #%s"
"Shipment Comment Email Sender","Отправитель"
"Shipment Comment Email Template","Шаблон"
"Shipment Comment Email Template for Guest","Шаблон для анонимного покупателя"
"Shipment Comments","Комментарии к доставке"
"Shipment Email Sender","Отправитель"
"Shipment Email Template","Письмо о доставке. Шаблон"
