"Subtotal (Excl. Tax)","стоимость товаров (без налогов)"
"Subtotal (Excl.Tax)","стоимость товаров (без налогов)"
"Subtotal (Incl. Tax)","стоимость товаров (с налогами)"
"Subtotal (Incl.Tax)","стоимость товаров (с налогами)"
"Tax","НДС"
"Tax & Markup","НДС"
"Tax Calculation Based On","По законодательству какой страны начислять НДС?"
"Tax Calculation Method Based On","Алгоритм"
"Tax Class for Shipping","Услуга доставки"
"Tax Classes","Ставка дополнительных услуг"
"Tax Identifier","Название"
"Tax Rate","Ставка"
"Tax Rate Information","Параметры налоговой ставки"
"Tax Rule Information","Параметры правила"
"Tax Rules","Правила"
"Tax Section","НДС"
"Tax Titles","Название этой ставки для конкретных витрин"
"Tax rate cannot be removed. It exists in tax rule","Ставка не может быть удалена. Она используется в налоговом правиле"
"Tax rates at the same priority are added, others are compounded.","<p>Интернет-магазинам <b>России и СНГ</b> рекомендую <b>не вести в Magento учёт каких-либо налогов, кроме НДС</b>: для учёта остальных налогов лучше используйте внешние бухгалтерские программы.<br/>Если Вы последуете этой рекомендации, то значение данной графы можно не редактировать: при единственном налоге оно ни на что не влияет.<br/>Если же Вы намерены вести в Magento учёт сразу нескольких одновременно применимых налогов, то читайте пояснения ниже.</p><p>Налоговые ставки, используемые в  налоговых правилах <b><u>с одинаковым порядком применения — суммируются</u></b>.<br/>Например, пусть есть товар ценой <b>1000 рублей</b> и две налоговые ставки, используемые в налоговых правилах с одинаковым порядком применения: <b>18%</b> и <b>1%</b>.<br/>Тогда эти две ставки произведут такой же эффект, как одна ставка в <b>19%</b>, и налог составит <b>190 рублей</b>, а совокупная стоимость товара с налогами — <b>1190 рублей</b>.</p><p>Налоговые ставки, используемые в  налоговых правилах <b><u>с разным порядком применения — применяются последовательно</u></b>.<br/>Например, пусть есть товар ценой <b>1000 рублей</b> и две налоговые ставки: <b>18%</b> с порядком применения «<b>1</b>» и <b>1%</b> с порядком применения «<b>2</b>».<br/>Тогда система сначала применит ставку <b>18%</b>, потому что <b>1 &lt; 2</b>, и первый налог составит <b>180 рублей</b>, а стоимость товара после применения первого налога составит <b>1180 рублей</b>.<br/>Затем система применит ставку <b>1%</b> к стоимости <b>1180 рублей</b>, и второй налог составит <b>11 рублей 80 копеек</b>, а совокупная стоимость товара с обоими налогами — <b>1191 рубль 80 копеек</b>.</p>"
"The tax class has been deleted.","Налоговая группа удалена."
"The tax class has been saved.","Налоговая группа сохранена."
"The tax rate has been deleted.","Ставка удалена."
"The tax rate has been imported.","Ставка импортирована."
"The tax rate has been saved.","Ставка сохранена."
"The tax rule has been deleted.","Налоговое правило удалено."
"The tax rule has been saved.","Налоговое правило сохранено."
"This class no longer exists","Эта система налогообложения больше не существует"
"This rule no longer exists","Это налоговое правило больше не существует"
"This rule no longer exists.","Это налоговое правило больше не существует."
"Total","НДС начисляется на общую сумму заказа"
"Unit Price","НДС начисляется на каждую товарную единицу, а потом суммируется"
"Warning tax discount configuration might result in different discounts than a customer might expect","Учёт НДС в Вашем интернет-магазине настроен таким образом,<br/>что налогооблагаемой базой является стоимость заказа до вычета скидок,<br/>что нарушает налоговое законодательско России и может неприятно удивить покупателя при оформлении заказа,<br/>потому что интернет-магазин выставит покупателю счёт на сумму, большую, чем может ожидать покупатель.<br/>Крайне рекомендуется установить значение «после вычета скидок» для опции «Система» → «Настройки» → «Продажи» → «НДС» → «Параметры начисления» → «Налогооблагаемой базой является стоимость заказа до вычета скидок или после вычета скидок?».<br/><a href='http://magento-forum.ru/topic/4381/'>инструкция по исправлению</a>"
"When catalog price includes tax, enable this setting will fix the price no matter what the customer's tax rate is.","<p><span class='rm-recommendation'>Для России и СНГ правильным значением является «нет»</span>, потому что по налоговому законодательству России и СНГ продавец начисляет покупателю и уплачивает государству НДС по ставкам своей страны, а не страны покупателя.</p><p>Эта опция была добавлена в Magento Community Edition 1.9 для ситуации, когда выполняются <b>все перечисленные ниже условия</b>:<ol><li>Cтавка НДС определяется страной покупателя, а не продавца (таковы, например, правила начисления <a href='http://www.bakertilly.ua/ru/news/id651'>НДС в Евросоюзе</a>).</li><li>Учётные (вводимые администратором интернет-магазина) цены на товары уже включают НДС страны продавца (расположенная выше опция «<b>Заложен ли НДС в учётные цены товаров?</b>» имеет значение «<b>заложен</b>»).</li><li>Продавец (интернет-магазин) и покупатель стоят на налоговом учёте в разных странах, для обеих из которых выполнено требование пункта 1 (например, двух разных странах Евросоюза).</li></ol></p><p>В такой ситуации поведение системы зависит от значения опции следующим образом:</p><table class='rm-definition'><tr><td>значение «нет»</td><td>Это значение соответствует поведению системы в Magento Community Edition версий ниже 1.9.<br/>Конечная цена на товар образуется вычетом НДС страны интернет-магазина из учётной цены на товар и затем добавлением НДС страны покупателя, и, таким образом, зависит от указанной покупателем при регистрации в интернет-магазине страны.</td></tr><tr><td>значение «да»</td><td>Конечная цена на товар перестаёт зависеть от страны покупателя: система как бы считает, что в учётную цену на товар заложен НДС страны покупателя, а не продавца.<br/>По сути — система динамически меняет цену товара без НДС таким образом, чтобы конечная цена товара оставалась фиксированной для покупателя при любой ставке НДС страны покупателя.</td></tr></table>"
"Whether catalog prices entered by admin include tax.","Эта опция, как и остальные опции этого раздела настроек, имеет смысл, только если Ваш интернет-магазин является плательщиком НДС.<br/>Значение «<b>да</b>» означает, что учётная цена товара (в административной карточке товара) уже <b>включает НДС</b>.<br/>Значение «<b>нет</b>» означает, что учётная цена товара (в административной карточке товара) <b>не включает НДС</b>.<br/>Ставка НДС для товара указывается в отдельной графе «Ставка НДС» на вкладке «Цены» административной карточки товара."
"Whether shipping amounts entered by admin or obtained from gateways include tax.","Тарифы российских служб доставки уже включают НДС, поэтому разумно указать значение «<b>да</b>»."
"Yes","да"
"You cannot delete this tax class as it is used for %d customer groups.","Вы не можете удалить эту налоговую группу, потому что она используется %d категориями покупателей."
"You cannot delete this tax class as it is used for %d products.","Вы не можете удалить эту налоговую группу, потому что она используется %d товарами."
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","Вы не можете удалить эту налоговую группу, потому что она используется в налоговых правилах. Вначале необходимо удалить правила, использующие эту систему налогообложения."
"Zip/Post Code","Почтовый индекс"
"Zip/Post is Range","Хотите указать конкретный интервал почтовых индексов?"
