"Order Status","Состояние заказа"
"Order Taxes Report Grouped by Tax Rate","Налоги"
"Orders","Объём продаж"
"Out of stock","Нет в наличии"
"Period","Интервал"
"Poducts Report","Отчёт о товарах"
"Popular Tags","Популярные метки"
"Popularity","Популярность"
"Price","Цена"
"Product Name","Товар"
"Product Reviews","Отзывы о товаре"
"Product SKU","Артикул товара (SKU)"
"Product Tags","ММетки, сгруппированные по товарам"
"Products","Товары"
"Products Ordered","Проданные товары"
"Products Report","Отчёт о товарах"
"Products Reviews","Группировка по товарам"
"Products Tags","Метки товаров"
"Products in carts","Товары в корзинах"
"Purchases","Покупки"
"Quantity Ordered","Продано штук"
"Quantity of Items","Количество позиций"
"Recently Compared","Недавно сравнивали"
"Recently Compared Products","недавно сравнивали"
"Recently Viewed","Недавно просматривали"
"Recently Viewed Products","недавно смотрели"
"Recently Viewed/Compared Products","Товары, которые недавно просматривали/сравнивали"
"Refresh Lifetime Statistics","Обновить статистику за весь период"
"Refresh Statistics","Обновить статистику"
"Refresh Statistics for the Last Day","Обновить статистику за последний день"
"Refunds","Возвраты"
"Report","Отчёт"
"Reports","Отчёты"
"Results","Результаты"
"Revenue","Выручка"
"Review","Отзыв"
"Reviews","Отзывы"
"Reviews for %s","Отзывы о %s"
"Sales","Продажи"
"Sales Report","Отчёт по продажам"
"Search Query","Поисковый запрос"
"Search Terms","Поисковые запросы"
"Select day of the month.","Выберите день месяца."
"Shipping","Доставка"
"Shopping Cart","Корзина покупок"
"Show Actual Values","Учитывать только поступившие платежи"
"Show Report","Показать отчёт"
"Show for Current","Рамки учёта"
"Specified","Определённое"
"Statistics","Статистика"
"Stock Qty","Количество на складе"
"Submitted In","Принято"
"Submitted On","Отправлено"
"Subtotal","стоимость товаров"
"Tag","Метка"
"Tag ""%s"" details","Подробности метки «%s»"
"Tag Detail","Подробности метки"
"Tag Name","Название метки"
"Tag Use","Использование метки"
"Tags Submitted by %s","Метки,отправленные %s"
"Tags submitted to %s","Метки, отправленные для %s"
"Tax","Налоги"
"Title","Заголовок"
"To","до"
"Total","Всего"
"Total Invoiced vs. Paid Report","Отчёт об оплате заказов"
"Total Ordered Report","Объём продаж"
"Total Refunded Report","Отчёт о возвратах денежных средств покупателям"
"Total Shipped Report","Отчёт о доставке"
"Total Tags","Всего меток"
"Total invoiced","Выставлено счетов на сумму"
"Total refunded","Все возвраты"
"Updated At","Обновлено"
"Viewed Products Grid Template","Просмотренные товары. Шаблон в виде плитки"
"Viewed Products List Template","Просмотренные товары. Шаблон в виде списка"
"Visible In","Отображаются в"
"Wishlist Report","Отчёт о планах покупок"
"Wishlist vs. Regular Order","Планы покупок и заказы"
"Wishlists","Планы покупок"
"Year","Год"
"Year-To-Date Starts","День и месяц, с которых будут начинаться расчёты для годовых отчётов"
"Yes","да"
"Your Recently Compared","Предыдущие сравнения"
"Your Recently Viewed","недавно смотрели"
"undefined","не определено"
