"<strong>IMPORTANT:</strong><br/>Width of the product page columns is specified in <strong style=""color:red;"">grid units</strong>.<br/>If you want to display three main columns (<strong>Image Column</strong>, <strong>Primary Column</strong>, <strong>Secondary Column</strong>) in a single row,<br/>sum of these three columns has to be <strong>equal 12 grid units</strong> (for example: 4 + 5 + 3).<br/><br/>","Ширина колонок задаётся в колонках <strong>модульной сетки</strong>.<br/>Чтобы все 3 колонки (левая, центральная и правая) поместились в одном ряду, сумма их ширин должна быть равна <strong>12 колонкам модульной сетки</strong>, например:<br/>4 + 4 + 4, 4 + 0 + 8, 3 + 0 + 9, 0 + 12 + 0.<br/><br/>"
"<strong style=""color:red;"">Important:</strong> previous name of this option was <strong>""Stretched""</strong>.<br/>If set to ""Yes"", padding at the left and right side of the inner container will be removed and the menu bar will be stretched. This means that the menu bar will cover the inner container (menu bar will have the same width as the maximum width of the inner container).","При значении «<b>да</b>» у блока пропадут боковые поля, и содержимое блока чуть растянется, занимая освободившееся от полей место."
"<strong>IMPORTANT</strong>:<br/><strong style=""color:red;"">in case you need the original content of some static blocks or pages<br/>XML files with all static blocks and pages can be found in the following directory:<br/>app/code/local/Infortis/Ultimo/etc/import/</strong><br/><br/>","Помимо автоматического импорта исходных демо-данных и настроек, Вы можете также просмотреть их и импортировать вручную: они хранятся в файлах XML в папке <b>app/code/local/Infortis/Ultimo/etc/import</b>.<br/>Обратите внимание, что это всего лишь архивная копия исходных демо-данных, и, находясь в этой папке, они никакого влияние на интернет-магазин не оказывают."
"<strong>IMPORTANT:</strong><br/>Width of the product page columns (<strong>Image Column</strong>, <strong>Primary Column</strong>, <strong>Secondary Column</strong>) is specified in grid units. Sum of all columns has to be <strong>equal 12 grid units</strong> if you want to display all columns in a single row.<br/><br/>","<strong>ВАЖНО:</strong><br/>Ширина информационных колонок в расположенной ниже секции настроек «<b>Ширина информационных колонок</b>» задаётся в колонках <b>12-колоночной модульной сетки</b>.<br/>Чтобы все 3 информационные колонки помещались в одном ряду, сумма их ширин в колонках модульной сетки не должна превышать <b>12</b>."
"<strong>Product Hover Effect</strong> will be disabled if width of the browser viewport is below selected value.","При ширине экрана меньше указанной мини-карточка не будет выделяться при наведении на неё указателя мыши."
"1 white","белая №1"
"10 white","белая №10"
"1st-Level Item Font Size","Кегль пунктов меню верхнего уровня"
"1st-Level Item Uppercase","Отображать ли пункты меню верхнего уровня заглавными буквами?"
"2 white","белая №2"
"2nd-Level Item Font Size","Кегль пунктов меню второго уровня"
"2nd-Level Item Uppercase","Отображать ли пункты меню второго уровня заглавными буквами?"
"3 white","белая №3"
"4 white","белая №4"
"5 white","белая №5"
"6 white","белая №6"
"7 white","белая №7"
"8 white","белая №8"
"9 white","белая №9"
"Accordion Active Item Background Color","Фоновый цвет активной вкладки"
"Accordion Active Item Text Color","Цвет заголовка активной вкладки"
"Accordion Item Background Color","Фоновый цвет вкладки"
"Accordion Item Text Color","Цвет заголовка вкладки"
"Accordion Tabs","Вкладки в режиме «гармошка» (для маленьких экранов)"
"Active Item Background Color","Фоновый цвет активного элемента"
"Active Item Text Color","Цвет текста активного элемента"
"Active pagination button. Note: not all styles of pagination use ""active state"" color.","Фоновый цвет пункта меню с номером текущего слайда.<br/>Не все стили отображения меню слайд-шоу поддерживают эту опцию."
"Add padding space to the left and right side of all sections of the page. Leave empty to use default value. Specify value in pixels.","Значение указывается <b>в пикселях</b> и должно быть натуральным числом.<br/>Обратите внимание, что если, например, указать значение 12, то расстояние между расположенными бок о бок блоками будет 12+12 = 24 пикселя.<br/>Соответствует свойству CSS <a href='http://htmlbook.ru/css/padding'>padding</a>."
"Add To Cart","Кнопка «в корзину»"
"After Top Links","после блока ссылок в шапке"
"After Cart Drop-Down Block","после пункта «Корзина»"
"After Compare Block","после пункта «Сравнение»"
"After Top Links","после остальных пунктов («Личный кабинет», «План покупок»)"
"Align Center","Выравнивать ли элементы мини-карточки относительно её вертикальной оси (т.е. горизонтально)?"
"Align center elements of the grid item: product name, price, button etc.","Будут выровнены название товара, цена, кнопка «в корзину» и другие элементы мини-карточки."
"Alternative Image","Включить возможность смены изображения товара на другое при наведении мыши?"
"Alternative Image Column Value","Значение, которым помечается альтернативное изображение"
"Apply Border To All Levels","Показывать ли верхнюю границу для выпадающих подменю всех уровней?"
"At the side of the tabs","сбоку от вкладок товарной карточки"
"Automatic Column Width Calculation","Распределять ли подвальные колонки равномерно по ширине подвала?"
"Automatic Scrolling Speed","Длительность (в милисекундах) анимации шага автоматический прокрутки карусели"
"Background Attachment","Должна ли фоновая картинка прокручиваться при прокрутке страницы? (правило CSS <a href='http://htmlbook.ru/css/background-attachment'>background-attachment</a>)"
"Background Color","Фоновый цвет блока"
"Background color applied for all sections of the page: header, main content area and footer",""
"Background color of the entire menu container, as wide as the widht of the browser viewport.","Этот блок занимает всю ширину окна браузера."
"Background color of the inner container. Set this color to display an outline around the menu bar.</br><strong>Note:</strong> if option <strong>Remove Content Side Padding</strong> is enabled, the outline will not be visible because menu bar will cover the inner container.","Проявляет себя как рамка вокруг меню."
"Background color of the web browser viewport (applied for HTML <code>body</code> element). Set the same color as for footer background to avoid blank space below the footer on large screens.","Как правило, этот цвет никак не проявляет себя<br/>(для изменения фонового цвета страницы используйте опцию<br/>«<b>Фоновый цвет страницы</b>», расположенную непосредственно под текущей опцией).<br/>Однако руководство к оформительской теме рекомендует делать значение этой опции равным значению опции «<b>Фоновый цвет</b>» в расположенной ниже секции настроек «<b>Подвал страницы</b>», чтобы избежать пустой полосы под подвалом при больших разрешениях экрана браузера."
"Background color used to emphasize some elements and blocks, e.g. totals on the cart page","Этот цвет используется, например для фона стоимости заказа на странице корзины."
"Background Image","Фоновая картинка для страницы/блока"
"Background Position (x-axis)","Каким должно быть расположение по горизонтали фоновой картинки внутри страницы/блока?<br/>(правило CSS <a href='http://htmlbook.ru/css/background-position-x'>background-position-x</a>)"
"Background Position (y-axis)","Каким должно быть расположение по вертикали фоновой картинки внутри страницы/блока?<br/>(правило CSS <a href='http://htmlbook.ru/css/background-position-y'>background-position-y</a>)"
"Background Repeat","Повторять ли фоновую картинку в том случае, когда она меньше размеров страницы/блока?<br/>(правило CSS <a href='http://htmlbook.ru/css/background-repeat'>background-repeat</a>)"
"Basic Colors","Основные"
"Basic Font Size","Основной кегль"
"Before Cart Drop-Down Block","перед пунктом «Корзина»"
"Before Compare Block","перед пунктом «Сравнение»"
"Before Top Links","перед остальными пунктами («Личный кабинет», «План покупок»)"
"Border Color","Цвет рамки"
"Border Hover Color","Цвет рамки при наведении на неё указателя мыши"
"Bottom Border Color","Цвет нижней границы меню"
"Bottom Border Width","Толщина нижней границы меню"
"Bottom of the Secondary Column","внизу дополнительной колонки"
"Bottom Padding","Отступ блока снизу"
"Button Active Background Color","Цвет главной кнопки экрана"
"Button Active Text Color","Цвет надписи на гланой кнопке экрана"
"Button Background Color","Цвет кнопок"
"Button Hover Background Color","Цвет кнопки при наведении на неё указателя мыши"
"Button Hover Text Color","Цвет надписи на кнопке при наведении на кнопку указателя мыши"
"Button Text Color","Цвет надписей на кнопках"
"Buttons","Кнопки"
"Buttons (i.e. menu, search, account, cart) displayed in mobile header.","В режиме для небольших экранов элементы шапки (твоарное меню, форма поиска, пункты меню пользователя) изначально отображаются иконками. При нажатии на конкретную иконку отображаются дополнительные элементы управления."
"Can't read data file: %s","Не могу прочитать файл %s."
"Category View","Страница товарного раздела"
"Category View (Grid Mode)","Страница товарного раздела в режиме плитки"
"Category View (List Mode)","Страница товарного раздела в режиме списка"
"Central Column","Центральная колонка"
"Character Sets","Алфавиты"
"Click this button to create all static blocks provided with this theme.","При нажатии кнопки система сразу приступит к импорту, без дополнительных вопросов.<br/>Если импортируемый блок уже присутствует в системе, то поведение системы будет зависеть от указанного Вами значения опции «<b>Импортировать ли повторно уже присутствующие в магазине самодельные блоки?</b>», расположенной прямо под текущей опцией."
"Click this button to create CMS pages provided with this theme.","При нажатии кнопки система сразу приступит к импорту, без дополнительных вопросов.<br/>Если импортируемый блок уже присутствует в системе, то поведение системы будет зависеть от указанного Вами значения опции «<b>Импортировать ли повторно уже присутствующие в магазине самодельные страницы?</b>», расположенной прямо под текущей опцией."
"Colors","Цвета"
"Content Area Shadow","Должны ли блоки отбрасывать тень?"
"Content Bottom Padding","Расстояние от содержимого блока до нижнего края блока"
"Content Link Color","Цвет ссылок в раскрывающемся содержимом"
"Content Link Hover Color","Цвет ссылки в раскрывающемся содержимом при наведении на неё указателя мыши"
"Content Text Color","Цвет текста раскрывающегося содержимого"
"Content Top Padding","Расстояние от верхнего края блока до содержимого блока"
"Control size of the elements of the grid item: product name, button, product labels. If ""Default"" is selected, size of the elements will be automatically decreased if width of the browser viewport is below 768px.","Оказывает влияние на название товара, кнопку «в корзину» и ярлыки «новинка» и «скидка».<br/>Значение «стандартный» будет автоматически заменено значением «мелкий» при странице уже 768 пикселей."
"Custom","Значение свойства CSS <a href='http://htmlbook.ru/css/font-family'>font-family</a>"
"Custom Icons","Пиктограммы-кружочки"
"Custom Icons With Background (Iconbox)","Иконки-кружочки"
"Custom Maximum Page Width (px)","Нестандартное значение максимальной ширины информационной части страницы"
"custom1","нестандартная №1"
"custom2","нестандартная №2"
"custom3","нестандартная №3"
"custom4","нестандартная №4"
"Customization Settings","Дополнительные инструменты оформления витрины"
"Default Magento Blocks","Показ/скрытие стандартных для Magento блоков"
"Data Import","Импорт и экспорт контента и настроек"
"Disable: Compare","Скрыть блок товаров, отложенных посетителем для их сравнения?"
"Disable: Compared Products","Скрыть блок товаров, которые посетителем уже сравнивал?"
"Disable: Paypal","Скрыть блок с логотипом PayPal?"
"Disable: Poll","Скрыть опрос?"
"Disable: Static Block 'block_left_bottom'","Скрыть самодельный блок «block_left_bottom»?"
"Disable: Static Block 'block_left_top'","Скрыть самодельный блок «block_left_top»?"
"Disable: Static Block 'block_right_bottom'","Скрыть блок «block_right_bottom»?"
"Disable: Static Block 'block_right_top'","Скрыть блок «block_right_top»?"
"Disable: Tags","Скрыть блок популярных меток?"
"Disable: Viewed Products","Скрыть блок товаров, которые посетителем уже просматривал?"
"Disable: Wishlist","Скрыть блок товаров, которые посетитель отложил в план покупок?"
"Display Block ""Compare"" in the Header","Показывать?"
"Display Mini Compare in Header","Показывать в шапке?"
"Disable Hover Effect Below...","Минимальная ширина экрана, при которой будет работать выделение мини-карточки (плитки) при наведении на неё указателя мыши"
"Disable Sidebar Blocks (On Home Page)","Скрытие блоков из боковой колонки главной страницы"
"Display Name in Single Line","Показывать ли имя в одну строку?"
"Display Selected Elements","Видимые элементы мини-карточки"
"Drop-down Background Color","Фоновый цвет"
"Drop-down Boxes","Выпадающие списки"
"Drop-down Link Color","Цвет ссылок"
"Drop-down Link Hover Color","Цвет ссылки при наведении на неё указателя мыши"
"Drop-down Shadow","Должно ли выпадающее подменю отбрасывать тень?"
"Drop-down Text Color","Цвет текста"
"E.g. add a line break after the cart drop-down to force other elements of the User Menu to be displayed in the new line (below the cart). Note that elements of the User Menu are aligned to the right edge of the header and are rendered in the following order: cart drop-down, ""Compare"" block, Top Links, custom static block.","Перенос пунктов меню пользователя имеет смысл, например, когда все пункты меню пользователя не помещаются в одной строке.<br/>Меню пользователя отображается в правой части шапке страницы.<br/>Пункты меню прижимаются к правому краю шапки и отображаются справа-налево в следующем порядке:<br/>«<b>Корзина</b>», «<b>Сравнение</b>», «<b>Личный кабинет</b>», «<b>План покупок</b>».<br/>Если Вы вставите, например, перенос после пункта меню «Корзина», то следующие 3 пункта меню окажутся на следующей строке, под пунктом меню «Корзина»."
"Effect is visible on mouse hover over the product.",""
"Equal Height of Grid Items (Products)","Сделать все мини-карточки (плитки) равными по высоте?"
"Elements of the User Menu","Меню пользователя (отображается в шапке справа)"
"Emphasize the product on mouse hover over the product.<br/><strong style=""color:red;"">Important:</strong> enable in order to use ""Display On Hover"" in <strong>Display Selected Elements</strong>. Otherwise displaying elements on mouse hover over the product will not work properly.","Мини-карточка под указателем мыши станет обведённой рамкой и как бы приподнятой.<br/>Обязательно включите эту опцию, если Вы намерены использовать значение «<b>показывать при наведении мыши</b>» для какого-либо из элементов мини-карточки в разделе настроек «<b>Видимые элементы мини-карточки</b>» ниже."
"Enable On Product Page","Выполнять для страниц товаров?"
"Enable this option to load ""custom.css"" file in which you can override the default styling of the theme. To create ""custom.css"" you can use the file ""SAMPLE.custom.css"" which is located in skin/frontend/ultimo/default/css directory.","После включения этой опции создайте файл с именем <b>custom.css</b> и поместите его в папку <b>skin/frontend/ultimo/default/css</b>.<br/>В этот файл Вы можете добавлять требуемые Вам правила CSS, и они будут применены к веб-страницам витрины Вашего магазина."
"Enable/disable Mini Compare drop-down block in the header. If disabled, the block will be displayed on its default position in Magento (in the left sidebar).","При значении «нет» блок сравнения будет отображаться только в своём обычном для Magento месте: в левой колонке."
"Fluid Width","Должна ли информационная часть страницы заполнять всю доступную ширину окна браузера?<br/>(сама по себе настройка не всегда работает и может потребовать других дополнительных настроек)"
"Font","Шрифты"
"Font preview is available on <a href=""http://www.google.com/webfonts"">Google Web Fonts</a><br/><strong style=""color:red;"">Important</strong>: most of the fonts from Google are not available in all weights. Make sure that you specified correct weight (field <strong>Font Weight</strong> below) for selected font. Otherwise font will not be displayed. Refer to <a href=""http://www.google.com/webfonts"">Google Web Fonts</a> to check if the selected weight is available for your font.","<a href='http://www.google.com/fonts/'>примеры всех шрифтов из библиотеки</a><br/>Не все шрифты библиотеки достпупны во всех насыщенностях.<br/>При выборе шрифта и насыщенности (опция «<b>Насыщенность</b>» ниже) убедитесь, перейдя по ссылке с примерами выше, что для выбранного шрифта доступна выбранная насыщенность."
"Font Settings","Шрифты"
"Font size of the 1st-level items.","в пикселях"
"Font size of the 2st-level items.","в пикселях"
"Font size of the items <strong>on the 1st-level inside ""Mega drop-down""</strong>.","в пикселях"
"Font Weight","Насыщенность"
"Footer","Подвал витринной страницы (общие настройки)"
"Footer Links","Показывать ли стандартное меню в подвале (пункты «Карта сайта», «Поисковые запросы», «Расширенный поиск», «Состояние заказа», «Обратная связь»)"
"Footer - Bottom","Нижняя часть подвала (в демо-магазинах она содержит надпись «Российская сборка Magento» и переключатель магазинов)"
"Footer - Primary","Центральная верхняя часть подвала (в демо-магазинах она содержит логотип оформительской темы, несколько колонок меню и некоторые другие элементы)"
"Footer - Secondary","Центральная нижняя часть подвала (в некоторых демо-магазинах она отсутствует, в других содержит несколько колонок ссылок и некоторые другие элементы)"
"Footer - Top","Верхняя часть подвала (полоса с ссылками «Карта сайта», «Поисковые запросы», ..., «О магазине», «Вопросы и ответы»)"
"Full Width Menu Container","в обычном месте, на всю ширину страницы"
"Full Width Sticky Header","Растянуть на всю ширину страницы?"
"Google Fonts","Шрифт из библиотеки Google"
"grain1","зернистая №1"
"grain2","зернистая №2"
"grain3","зернистая №3"
"Header","Шапка витринной страницы (общие настройки)"
"Header - Primary","Центральная часть шапки (логотип, форма поиска, меню пользователя)"
"Header - Top","Верхняя часть шапки (телефон, ссылки, переключатель языка)"
"Heading Font","Шрифт заголовков"
"Heading Font Family","Семейство шрифтов"
"Height","Высота"
"Hide ""Add to"" Links Below...","Минимальная ширина экрана, при которой будут видны иконки (ссылки) «запомнить» и «сравнить»"
"Horizontal Links","Горизонтальные нетоварные меню:<ul style='list-style-type: disc; list-style-position: inside; padding-left: 20px; font-weight: normal;'><li style='margin: 0;'>меню пользователя («Личный кабинет», «План покупок»...)</li><li style='margin: 0;'>ссылки в шапке («Демо-сайты Ultimo», «Возможности Ultimo»...)</li><li style='margin: 0;'>ссылки в нижней части страницы («Карта сайта», «Поисковые запросы»...)</li><li style='margin: 0;'>и т.п.</li></ul>"
"Hover Item Background Color","Фоновый цвет элемента при наведении на элемент указателя мыши"
"Hover Item Text Color","Цвет текста при наведении на элемент указателя мыши"
"Hover Background Color","Фоновый цвет при наведении на неё указателя мыши"
"Hover Text Color","Цвет текста при наведении на неё указателя мыши"
"Icon Active Background Color","Фоновый цвет главной пиктограммы экрана"
"Icon Active Color","Цвет главной пиктограммы экрана"
"Icon Background Color","Фоновый цвет пиктограмм"
"Icon Color","Цвет пиктограмм"
"Icon Hover Background Color","Фоновый цвет пиктограммы при наведении на неё указателя мыши"
"Icon Hover Color","Цвет пиктограммы при наведении на неё указателя мыши"
"Icons with CSS class ""ib"".","При использовании стандартных демо-данных такие иконки можно увидеть в подвале любой страницы витрины<br/>(колонки «Основные возможности» и «Контакты»), а также в центральной части главной страницы витрины<br/>(прямо под слайдером, в 3-колоночном блоке описания возможностей оформительской темы).<br/>Такие иконки имеют класс CSS «ib»."
"If disabled, block ""Compare"" will be displayed in Magento's default position (left sidebar).","Если Вы скроете пункт «Сравнение» из меню пользователя, то система покажет в левой боковой колонке стандартный для Magento блок сравниваемых товаров."
"If enabled, ""Sign Up"" link will be displayed next to the ""log In"" link.","Пункт меню «Регистрация» будет добавлен между пунктами «Личный кабинет» и «Сравнение».<br/>Обратите внимание, что тогда меню пользователя может не поместиться тогда полностью в одном ряду, и оно займёт тогда два ряда.<br/>В любом случае, пользователь может зарегистрироваться, используя пункт «Личный кабинет»."
"If enabled, all grid items have the same height and ""Add to cart"" button is displayed at the bottom edge of the item.","Кнопка «в корзину» будет всегда расположена у нижней границы мини-карточки."
"If enabled, all sections with nontransparent <strong>Inner Background Color</strong>, will drop shadow.","Тень способны отбрасывать только блоки с непрозрачным значением свойства «<b>Цвет подложки</b>» (это свойство настраивается ниже в других секциях).<br/>Например, тень способна отбрасывать основная информационная область демо-магазина №2.<br/>Тень всегда серого цвета и не зависит от цвета подложки."
"If enabled, main structural elements of the page layout will be animated during web browser window resizing.","При значении «<b>да</b>» оформительская тема пытается задействовать для основных блоков правило CSS3 <a href='http://htmlbook.ru/css/transition'>transition</a> со значением<br/>«<b>all 300ms ease-in-out</b>», но никакой видимой разницы по сравнению со значением «<b>нет</b>» я не заметил."
"If enabled, the main menu does not disappear when the user scrolls down the page.","Меню останется перед глазами посетителя даже при прокрутке страницы вниз."
"If enabled, when the slider is mouseovered then the automatic scrolling will pause.",""
"If set to ""No"", ""Add to wishlist"" and ""Add to compare"" links will be displayed as text links. Otherwise, links will be displayed as simple icons above the product image.","При значении «<b>да</b>» элементы управления «запомнить» и «сравнить» будут выглядеть иконками над нижней частью изображения товара.<br/>При значении «<b>нет</b>» элементы управления  «запомнить» и «сравнить» будут выглядеть текстовыми ссылками, как в стандартной теме Magento."
"If set to ""No"", ""Add to wishlist"" and ""Add to compare"" links will be displayed as text links with icons.","При значении «<b>нет</b>» элементы управления «запомнить» и «сравнить» будут помимо текстовой ссылки содержать иконку."
"If set to ""No"", label ""Cart"" will be hidden.","При значении «нет» пункт меню «Корзина» будет отображаться только иконкой, без надписи."
"If set to ""No"", label ""Cart"" will be hidden in the Mini Cart drop-down block in the header. Note that in order to display Mini Cart drop-down block, option <em>""Display Shopping Cart Sidebar""</em> under <em>System > Configuration > Checkout > Shopping Cart Sidebar</em> has to be enabled.","При значении «нет» пункт меню «Корзина» будет отображаться только иконкой, без надписи."
"If set to ""No"", label ""Compare"" will be hidden.","При значении «нет» пункт меню «Сравнение» будет отображаться только иконкой, без надписи."
"If set to ""No"", label ""Compare"" will be hidden in the Mini Compare drop-down block in the header.","При значении «нет» пункт меню «Сравнение» будет отображаться только иконкой, без надписи."
"If set to ""No"", only drop-down boxes of the top-level categories will have the border.","При значении «<b>нет</b>» только для выпадающих подменю верхнего уровня будут видна верхняя граница."
"If set to ""Yes"": if product name is too long to be displayed in a single line, it will be clipped and an ellipsis ('…', U+2026 HORIZONTAL ELLIPSIS) will be appended at the end of the line to represent clipped text. This will only take effect if the field <strong>Name</strong> is set to ""Display"".","При превышении именем ширины строки оно будет обрезано с добавлением окончания «…»."
"If set to ""Yes"", content of the sticky header will be stretched to full width.","При значении «<b>да</b>» прикреплённое к верхнему краю окна браузера меню будет растянуто по всей ширине страницы.<br/>При значении «<b>нет</b>» это меню будет растянуто только по ширине центральной информационной колонки."
"If set to ""Yes"", drop-down boxes will drop shadow.",""
"If set to ""Yes"", imported blocks will overwrite existing blocks with the same identifiers (if any blocks with the same identifiers already exist). To change value of this field, save the configuration (without saving, the option will remain unchanged after you refresh the page).","Значение вступит в силу только после нажатия кнопки<br/>«<b>сохранить настройки</b>» в правом верхнем углу экрана.<br/>Обратите внимание, для точечного повторного импорта одного или нескольких конкретных самодельных блоков без изменения остальных присутствующих в магазине самодельных блоков Вы можете указать в данной графе значение «<b>нет</b>», сохранить настройки, затем удалить самодельные блоки, подлежащие повторному импорту<br/>(в административном разделе «<b>Витрина» → «Самодельные блоки</b>»), а затем выполнить импорт: тогда система увидит, что удалённые самодельные блоки отсутствуют в магазине, и импортирует их повторно, не меняя при этом остальные самодельные блоки."
"If set to ""Yes"", imported pages will overwrite existing pages with the same identifiers (if any pages with the same identifiers already exist). To change value of this field, save the configuration (without saving, the option will remain unchanged after you refresh the page).","Значение вступит в силу только после нажатия кнопки<br/>«<b>сохранить настройки</b>» в правом верхнем углу экрана.<br/>Обратите внимание, для точечного повторного импорта одной или нескольких конкретных самодельных страниц без изменения остальных присутствующих в магазине самодельных страниц Вы можете указать в данной графе значение «<b>нет</b>», сохранить настройки, затем удалить самодельные страницы, подлежащие повторному импорту (в административном разделе «<b>Витрина» → «Самодельные страницы</b>»), а затем выполнить импорт: тогда система увидит, что удалённые самодельные страницы отсутствуют в магазине, и импортирует их повторно, не меняя при этом остальные самодельные страницы."
"If set to ""Yes"", mobile menu drop-down box will drop shadow if category contains any category blocks.","Выпадающее меню в режиме для маленьких экранов будет отобрасывать тень при значении «<b>да</b>» и только если оно содержит самодельные блоки (из-за которых оказывается широким).<br/>Обратите внимание, что меню в режиме для маленьких экранов будет содержать самодельные блоки только при подходящих значениях опций «<b>На скольких уровнях вложенности показывать самодельные блоки пунктов меню?</b>» и «<b>Скрывать самодельные блоки пунктов меню при ширине экрана меньше 320 пикселей?</b>» раздела настроек «Система» → «Настройки» → «Модули Infortis» → «Меню» → «Меню для маленьких экранов (гармошка)»."
"If set to ""Yes"", padding at the left and right side of the inner container will be removed and the content area of this section will be stretched.","При значении «<b>да</b>» у блока пропадут боковые поля, и содержимое блока чуть растянется, занимая освободившееся от полей место."
"If the border at the bottom of the menu bar was enabled, set this option to ""No"" to hide that border in the sticky menu.",""
"Image Column Width","Колонка с изображением товара (левая)"
"Images","Изображения товаров"
"Import Pages","Импорт самодельных страниц"
"Import Static Blocks","Импорт самодельных блоков"
"In this section you can disable blocks which are displayed in sidebars. These setting only affect the home page.",""
"In this section you can disable default Magento blocks.","Как правило, эти блоки стоит скрыть, потому что оформительская тема содержит вместо них свои аналоги,<br/>и одновременный их показ может привести к неподходящему внешнему виду витрины и даже к конфликтам."
"In this tab, you can configure basic colors. Settings from this tab are inherited by all the other sections. Some of the settings (such as text color) can be overridden in other sections.",""
"In this tab, you can configure category view.","Страница товарного раздела — это страница, где в центральной области отображается список<br/>(в том числе, возможно, в виде плитки) товаров текущего, выбранного посетителем товарного раздела."
"In this tab, you can configure elements related to slideshows.",""
"In this tab, you can configure the footer section of the page located at the bottom. Settings from this tab are inherited by all the other sub-sections of the footer. Some of the settings can be overridden in sub-sections.","Настройки этого раздела оказывают влияние на все части подвала.<br/>Настройки расположенных ниже разделов<ul style='list-style: disc inside;'><li style='margin: 0;'>«<b>Верхняя часть подвала (полоса с ссылками «Карта сайта», «Поисковые запросы», ..., «О магазине», «Вопросы и ответы»)</b>»</li><li style='margin: 0;'>«<b>Центральная верхняя часть подвала (в демо-магазинах она содержит логотип оформительской темы, несколько колонок меню и некоторые другие элементы)</b>»</li><li style='margin: 0;'>«<b>Центральная нижняя часть подвала (в некоторых демо-магазинах она отсутствует, в других содержит несколько колонок ссылок и некоторые другие элементы)</b>»</li><li style='margin: 0;'>«<b>Нижняя часть подвала (в демо-магазинах она содержит надпись «Российская сборка Magento» и переключатель магазинов)</b>»</li></ul>оказывают влияние на конкретную часть подвала и имеют приоритет по сравнению с общими настройками для всех частей подвала."
"In this tab, you can configure the header section of the page located at the very top.","Настройки этого раздела оказывают влияние на все части шапки.<br/>Настройки расположенных ниже разделов<ul style='list-style: disc inside;'><li style='margin: 0;'>«<b>Верхняя часть шапки (телефон, ссылки, переключатель языка)</b>»</li><li style='margin: 0;'>«<b>Центральная часть шапки (логотип, форма поиска, меню пользователя)</b>»</li><li style='margin: 0;'>«<b>Главное меню</b>»</li></ul>оказывают влияние на конкретную часть шапки и имеют приоритет по сравнению с общими настройками для всех частей шапки."
"In this tab, you can configure the main content area - section of the page located{\n}between the header and the footer.","Центральная область страницы — это область между шапкой и подвалом."
"In this tab, you can configure the product page (in Magento also called ""product view"").",""
"Inner Background Color","Цвет подложки"
"Inner Background Color (Outline)","Цвет подложки"
"Inner Container","Внутренний контейнер"
"Inside Main Menu","в главном меню"
"Inside User Menu...","в личном меню покупателя"
"Interface Icons","Пиктограммы"
"Item Active Background Color","Фоновый цвет активного элемента"
"Item Active Text Color","Цвет текста активного элемента"
"Item Background Color","Фоновый цвет элемента"
"Item Hover Background Color","Фоновый цвет пункта меню при наведении на него указателя мыши"
"Item Hover Text Color","Цвет текста пункта меню при наведении на пункт меню указателя мыши"
"Item Text Color","Цвет текста"
"Items (%s) with the following identifiers were overwritten:<br />%s","Обновлены объекты (%s) со следующими идентификаторами:<br />%s"
"Keep Image Aspect Ratio","Сохранять ли пропорции исходного изображения?"
"Label","подпись"
"Label ""New"" Background Color","Фоновый цвет ярлыка «новинка»"
"Label ""New"" Text Color","Цвет надписи на ярлыке «новинка»"
"Label ""Sale"" Background Color","Фоновый цвет ярлыка «скидка»"
"Label ""Sale"" Text Color","Цвет надписи на ярлыке «скидка»"
"Label Hover Background Color","Фоновый цвет ярлыка при наведении на ярлык указателя мыши"
"Label Hover Text Color","Цвет надписи ярлыка при наведении на ярлык указателя мыши"
"Label-1 Background Color","Фоновый цвет ярлыка №1 («новинка»)"
"Label-2 Background Color","Фоновый цвет ярлыка №2 («скидки»)"
"Label-1 Text Color","Цвет надписи ярлыка №1 («новинка»)"
