"In this tab, you can configure the footer section of the page. Settings from this tab are inherited by all the other sub-sections of the footer. Some of the settings can be overridden in sub-sections.","Настройки этого раздела оказывают влияние на все части подвала.<br/>Настройки расположенных ниже разделов<ul style='list-style: disc inside;'><li style='margin: 0;'>«<b>Верхняя часть подвала (полоса с ссылками «Карта сайта», «Поисковые запросы», ..., «О магазине», «Вопросы и ответы»)</b>»</li><li style='margin: 0;'>«<b>Центральная верхняя часть подвала (в демо-магазинах она содержит логотип оформительской темы, несколько колонок меню и некоторые другие элементы)</b>»</li><li style='margin: 0;'>«<b>Центральная нижняя часть подвала (в некоторых демо-магазинах она отсутствует, в других содержит несколько колонок ссылок и некоторые другие элементы)</b>»</li><li style='margin: 0;'>«<b>Нижняя часть подвала (в демо-магазинах она содержит надпись «Российская сборка Magento» и переключатель магазинов)</b>»</li></ul>оказывают влияние на конкретную часть подвала и имеют приоритет по сравнению с общими настройками для всех частей подвала."
"In this tab, you can configure the header section of the page.","Настройки этого раздела оказывают влияние на все части шапки.<br/>Настройки расположенных ниже разделов<ul style='list-style: disc inside;'><li style='margin: 0;'>«<b>Верхняя часть шапки (телефон, ссылки, переключатель языка)</b>»</li><li style='margin: 0;'>«<b>Центральная часть шапки (логотип, форма поиска, меню пользователя)</b>»</li><li style='margin: 0;'>«<b>Главное меню</b>»</li></ul>оказывают влияние на конкретную часть шапки и имеют приоритет по сравнению с общими настройками для всех частей шапки."
"Inner Background Color Opacity (%)","Процент непрозрачности подложки"
"Item Hover Background Color","Фоновый цвет пункта меню, не содержащего подменю, при наведении на пункт меню указателя мыши"
"Item Hover Text Color","Цвет текста пункта меню, не содержащего подменю, при наведении на пункт меню указателя мыши"
"Item Hover Text Shadow Opacity (%)","Процент непрозрачности тени, отбрасываемой буквами пункта верхнего уровня главного меню при наведении на этот пункт меню указателя мыши"
"Item Parent Hover Background Color","Фоновый цвет пункта меню, содержащего подменю, при наведении на пункт меню указателя мыши"
"Item Parent Hover Text Color","Цвет текста пункта меню, содержащего подменю, при наведении на пункт меню указателя мыши"
"Item Text Shadow Opacity (%)","Процент непрозрачности тени, отбрасываемой буквами пунктов верхнего уровня главного меню"
"Link Active Icon Color","Цвет пиктограммы активного пункта меню"
"Link Background Color","Фоновый цвет ссылок"
"Link Background Color Opacity (%)","Процент непрозрачности фона ссылок"
"Link Hover Background Color Opacity (%)","Процент непрозрачности фона ссылки при наведении на ссылку указателя мыши"
"Link Hover Icon Color","Цвет пиктограммы при наведении на пункт меню указателя мыши"
"Link Icon Color","Цвет пиктограммы"
"Link Style (Above 640 px)","Режим отображения пунктов меню на экране шире 640 пикселей"
"Link Style (Below 640 px)","Режим отображения пунктов меню на экране уже 640 пикселей"
"List items displayed with ""borders"" (color can be changed in Theme Design section).","Цвет подложки настраивается в разделе «Цвета, шрифты, спецэффекты».<br/>Например, каждый пункт списка может быть расположена на белой подложке, а весь список в целом — на серой подложке."
"Mega Drop-Down: 1st-Level Item Background Color","Фоновый цвет подпункта верхнего уровня в широкоформатном режиме работы меню"
"Mega Drop-Down: 1st-Level Item Hover Background Color","Фоновый цвет подпункта верхнего уровня в широкоформатном режиме работы меню при наведении на подпункт указателя мыши"
"Opacity of the background color. Enter number between 0 and 100. 0 is fully transparent, 100 is fully opaque.","Укажите целое число от 0 до 100.<br/>При значении 0 фон не будет виден (будет полностью прозрачен).<br/>При значении 100 не будет виден расположенный под фоном экранный элемент (фон будет полностью непрозрачен)."
"Opacity of the background color when mouse hovers over the link. Enter number between 0 and 100.","Укажите целое число от 0 до 100.<br/>При значении 0 фон при наведении на ссылку указателя мыши не будет видна (будет полностью прозрачен).<br/>При значении 100 и наведении на ссылку указателя мыши не будет виден расположенный фоном экранный элемент (фон будет полностью непрозрачен)."
"Opacity of the inner background color in Primary Footer. Enter number between 0 and 100. 0 is fully transparent, 100 is fully opaque.","Укажите целое число от 0 до 100.<br/>При значении 0 подложка не будет видна (будет полностью прозрачна).<br/>При значении 100 не будет виден расположенный под подложкой экранный элемент (подложка будет полностью непрозрачна)."
"Opacity of the text shadow of the 1st-level items. Enter number between 0 and 100. 0 is fully transparent, 100 is fully opaque.","Укажите целое число от 0 до 100.<br/>При значении 0 тень не будет видна (будет полностью прозрачна).<br/>При значении 100 не будет виден расположенный под тенью экранный элемент (тень будет полностью непрозрачной)."
"Opacity of the text shadow of the 1st-level item when item is active or on mouse hover over the item. Enter number between 0 and 100. 0 is fully transparent, 100 is fully opaque.","Укажите целое число от 0 до 100.<br/>При значении 0 тень не будет видна (будет полностью прозрачна).<br/>При значении 100 не будет виден расположенный под тенью экранный элемент (тень будет полностью непрозрачной)."
"Related products header","Заголовок блока «Сопутствующие товары»<br/>(эти настройки принимаются во внимание только при отображении блока сопутствующих товаров в боковой колонке)"
"Related Products Header Background Color","Цвет фона"
"Related Products Header Color","Цвет заголовка"
"Select Alt. Image By Column","Значение какой колонки административной таблицы товарных изображений помечает альтернативное изображение для показа при наведении мыши?"
"Show ""Add to"" Links as Simple Icons","Показывать «запомнить» и «сравнить» без иконки?"
"Specify additional padding at the top of the content area of this section. Use when you want to move the content away from the top edge of the content area. Especially useful if you also configured the inner background color for this section (field: <strong>Header - Top > Inner Background Color</strong>) and the top gap for the entire header (field <strong>Header > Gap at the Top</strong>). Value in pixels.","Значение указывается <b>в пикселях</b> и должно быть натуральным числом.<br/>Соответствует свойству CSS <a href='http://htmlbook.ru/css/padding-top'>padding-top</a>."
"Specify additional padding at the top of the inner container. Especially useful if you also configured the background color for the inner container:<br/><strong>Main Menu > Inner Background Color (Outline)</strong><br/>Specify value in pixels (do not add ""px"" suffix). You can also specify percentage value, in that case add <em>%</em> at the end of the number.","Соответствует свойству CSS <a href='http://htmlbook.ru/css/padding-top'>padding-top</a>.<br/>Значение указывается либо <b>в пикселях</b>, и тогда должно быть натуральным числом без дополнительных символов, либо <b>в процентах</b>, и тогда должно быть натуральным числом с символом процента после него (например: «1%»)."
"Stretched","Убрать отступы содержимого от боков блока?"
"Style of links if browser viewport width is <strong>above</strong> 640 px.",""
"Style of links if browser viewport width is below 640 px.",""
"This color will be used if position of related products is set to ""At the side of the tabs"".",""
"This will be the background color of parent item (an item which has drop-down box).",""
"This will be the background color of the menu bar.","Этот цвет станет фоновым цветом меню в пределах информационной области страницы (от левого края логотипа слева до правого края меню пользователя справа)."
"Top Links","Меню пользователя в шапке (пункты «План покупок», «Личный кабинет» и т.п.)"
"Top Links Icon Color","Цвет остальных пиктограмм меню пользователя («План покупок», «Личный кабинет», «Регистрация»)"
"Top Links With Icons","Показывать ли пиктограммы?"
"User Menu","Меню пользователя (отображается в шапке справа и содержит пункты «План покупок», «Личный кабинет», «Регистрация», «Сравнить», «Корзина»)"
